Activity.Score	MNase.Score	sgRNAscorer.Hg	WU.CRISPR	DNase	H2A.Z	H2AK5ac	H2AK9ac	H2BK120ac	H2BK12ac	H2BK15ac	H2BK20ac	H2BK5ac	H3K14ac	H3K18ac	H3K23ac	H3K23me2	H3K27ac	H3K27me3	H3K36me3	H3K4ac	H3K4me1	H3K4me2	H3K4me3	H3K56ac	H3K79me1	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H3T11ph	H4K12ac	H4K20me1	H4K5ac	H4K8ac	H4K91ac	Class	Combined
COPZ1_chr12_54718965_..2	-1.554306865	0	20.2987328685	0	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	0.2987328685
EIF6_chr20_33874983_.	-1.554566628	0.768000007	91.3903492714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.3903492714
EIF6_chr20_33874983_..1	-1.554566628	0.768000007	91.3903492714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.3903492714
EIF6_chr20_33874983_..2	-1.554566628	0.768000007	91.3903492714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.3903492714
QSOX2_chr9_139133769_.	-1.554632523	0.900000036	78.6153546084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	58.6153546084
SYNCRIP_chr6_86355380_.	-1.555081248	0.929629624	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
HEATR1_chr1_236772713_.	-1.555574426	0.199999973	20.0259642672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0259642671999991
PRKDC_chr8_48870832_.	-1.555680448	1.532142878	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0	-20
PRKDC_chr8_48870832_..1	-1.555680448	1.532142878	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0	-20
PRKDC_chr8_48873888_.	-1.556955893	0	11.6960506808	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	-8.3039493192
PRKDC_chr8_48873888_..1	-1.556955893	0	11.6960506808	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	-8.3039493192
PRKDC_chr8_48873888_..2	-1.556955893	0	11.6960506808	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	-8.3039493192
CCT7_chr2_73460108_.	-1.557890984	0.155999988	47.7909909671	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	27.7909909671
CCT7_chr2_73460108_..1	-1.557890984	0.155999988	47.7909909671	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	27.7909909671
ILF3_chr19_10764682_.	-1.558047056	0.022222223	76.2796029333	41	1	0	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	58.63980146665
ILF3_chr19_10764682_..1	-1.558047056	0.022222223	76.2796029333	41	1	0	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	58.63980146665
ILF3_chr19_10764682_..2	-1.558047056	0.022222223	76.2796029333	41	1	0	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	58.63980146665
CCT7_chr2_73464820_.	-1.558114464	0.757692337	81.8342674497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	61.8342674497
SCFD1_chr14_31094060_.	-1.558353783	1.940740824	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	31
ARCN1_chr11_118445137_.	-1.559409143	0.426923096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	-20
ST3GAL4_chr11_126226240_.	-1.560105368	0.239285707	68.5115233489	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	0	48.5115233489
ST3GAL4_chr11_126226240_..1	-1.560105368	0.239285707	68.5115233489	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	0	48.5115233489
ST3GAL4_chr11_126226240_..2	-1.560105368	0.239285707	68.5115233489	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	0	48.5115233489
EIF6_chr20_33872410_.	-1.561738012	0	99.0994359169	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	79.0994359169
EIF6_chr20_33872410_..1	-1.561738012	0	99.0994359169	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	79.0994359169
YIPF5_chr5_143550369_.	-1.561846151	0.125000015	23.2891586833	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	3.2891586833
YIPF5_chr5_143550369_..1	-1.561846151	0.125000015	23.2891586833	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	3.2891586833
YIPF5_chr5_143550369_..2	-1.561846151	0.125000015	23.2891586833	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	3.2891586833
C17orf75_chr17_30672574_.	-1.561863087	0.300000012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
C17orf75_chr17_30672574_..1	-1.561863087	0.300000012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
CREBBP_chr16_3934711_.	-1.562043941	0.576923072	34.7998977947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.7998977947
CCT7_chr2_73460956_.	-1.563188223	0.125000015	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	-20
CCT7_chr2_73460956_..1	-1.563188223	0.125000015	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	-20
RAB5C_chr17_40305515_.	-1.563412975	1.114285827	10.7711520104	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	-9.2288479896
COPB1_chr11_14517681_.	-1.563705742	0.033333335	69.5381110977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	49.5381110977
SEC16A_chr9_139376085_.	-1.563920665	1.19615376	98.7834181172	36	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	0	67.3917090586
SEC16A_chr9_139379302_.	-1.564441258	2.475000381	66.3890680185	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	46.3890680185
SEC16A_chr9_139379302_..1	-1.564441258	2.475000381	66.3890680185	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	46.3890680185
SEC16A_chr9_139379302_..2	-1.564441258	2.475000381	66.3890680185	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	46.3890680185
SEC16A_chr9_139379302_..3	-1.564441258	2.475000381	66.3890680185	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	46.3890680185
SEC16A_chr9_139379302_..4	-1.564441258	2.475000381	66.3890680185	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	46.3890680185
RAD21_chr8_117886205_.	-1.565209745	0	93.548384718	68	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	80.774192359
RAD21_chr8_117886205_..1	-1.565209745	0	93.548384718	68	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	80.774192359
QSOX2_chr9_139133969_.	-1.565312274	0.388888866	30.7673985847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	10.7673985847
EIF6_chr20_33872630_.	-1.567830436	0.092857137	30.0136900489	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	10.0136900489
SYNCRIP_chr6_86357971_.	-1.568817961	1.1692307	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
SYNCRIP_chr6_86357971_..1	-1.568817961	1.1692307	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
MCL1_chr1_150550146_.	-1.569217251	0.295652241	84.1473068433	67	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	75.57365342165
COPZ1_chr12_54718634_.	-1.56946833	0	76.9236583439	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.9236583439
COPB1_chr11_14523100_.	-1.569602945	0.560714364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
SYNCRIP_chr6_86352015_.	-1.570259323	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	-20
SYNCRIP_chr6_86352015_..1	-1.570259323	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	-20
RAD21_chr8_117890934_.	-1.570859504	1.285185099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-20
RAD21_chr8_117890934_..1	-1.570859504	1.285185099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-20
ST3GAL4_chr11_126228835_.	-1.57095208	0.842307746	40.3686100047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20.3686100047
ST3GAL4_chr11_126228835_..1	-1.57095208	0.842307746	40.3686100047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20.3686100047
COPB1_chr11_14517317_.	-1.571782364	0.907142997	27.4824136519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7.4824136519
YIPF5_chr5_143550089_.	-1.572697909	2.342307806	51.7918920842	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	31.7918920842
COPZ1_chr12_54719060_.	-1.573133473	3.628571272	31.9901009849	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	11.9901009849
COPZ1_chr12_54719060_..1	-1.573133473	3.628571272	31.9901009849	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	11.9901009849
RAB1B_chr11_66033281_.	-1.573456186	0.732142746	13.5190062344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.4809937656
RAB1B_chr11_66033281_..1	-1.573456186	0.732142746	13.5190062344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.4809937656
RAB1B_chr11_66033281_..2	-1.573456186	0.732142746	13.5190062344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.4809937656
RAB1B_chr11_66033281_..3	-1.573456186	0.732142746	13.5190062344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.4809937656
TRAPPC8_chr18_29524831_.	-1.574039878	0.825925946	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	20.5
TRAPPC8_chr18_29524831_..1	-1.574039878	0.825925946	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	20.5
CREBBP_chr16_3928556_.	-1.574113745	0.5	81.3541017975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	61.3541017975
ARCN1_chr11_118440369_.	-1.574448693	1.146428466	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.5
MCL1_chr1_150547512_.	-1.57490618	0.588888943	9.12296303834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	-10.87703696166
SYNCRIP_chr6_86354986_.	-1.575600021	0.4148148	21.3771975331	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3771975331
COG1_chr17_71189083_.	-1.576507254	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-20
COG1_chr17_71189083_..1	-1.576507254	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-20
GBF1_chr10_104001670_.	-1.577618664	0.085714288	82.6078861023	80	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	81.30394305115
GBF1_chr10_104001670_..1	-1.577618664	0.085714288	82.6078861023	80	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	81.30394305115
GBF1_chr10_104001670_..2	-1.577618664	0.085714288	82.6078861023	80	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	81.30394305115
WDR11_chr10_122610521_.	-1.577872043	0.519230783	0	47	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	23.5
WDR11_chr10_122610521_..1	-1.577872043	0.519230783	0	47	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	23.5
PSMC6_chr14_53176493_.	-1.578049916	0.544444382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-20
PSMC6_chr14_53176493_..1	-1.578049916	0.544444382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-20
SYNCRIP_chr6_86353492_.	-1.578731693	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	-20
SYNCRIP_chr6_86353492_..1	-1.578731693	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	-20
COPA_chr1_160312811_.	-1.578739232	0.222222209	80.9286152256	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	77.9643076128
COPA_chr1_160312811_..1	-1.578739232	0.222222209	80.9286152256	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	77.9643076128
ARF1_chr1_228267179_.	-1.578882822	0.668000042	94.858470409	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	74.4292352045
PRKDC_chr8_48873788_.	-1.579377495	0	23.1445522418	0	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	3.1445522418
PRKDC_chr8_48873788_..1	-1.579377495	0	23.1445522418	0	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	3.1445522418
PRKDC_chr8_48873788_..2	-1.579377495	0	23.1445522418	0	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	3.1445522418
MCL1_chr1_150555105_.	-1.579563377	1.396428466	36.5294232813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.5294232813
ST3GAL4_chr11_126227930_.	-1.579829819	0.751851797	50.3588429862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	30.3588429862
ST3GAL4_chr11_126227930_..1	-1.579829819	0.751851797	50.3588429862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	30.3588429862
ST3GAL4_chr11_126227009_.	-1.582942902	1.600000024	5.834364788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	-14.165635212
ST3GAL4_chr11_126227009_..1	-1.582942902	1.600000024	5.834364788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	-14.165635212
SAR1A_chr10_71929717_.	-1.58322293	1.014285684	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	-20
SAR1A_chr10_71929717_..1	-1.58322293	1.014285684	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	-20
HEATR1_chr1_236766982_.	-1.583396337	2.226922989	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	-20
ARL1_chr12_101801107_.	-1.583947789	0.433333367	88.7859216301	70	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	79.39296081505
ARL1_chr12_101801107_..1	-1.583947789	0.433333367	88.7859216301	70	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	79.39296081505
SEC23IP_chr10_121656442_.	-1.584112866	0.529629648	81.9795744323	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	66.48978721615
HEATR1_chr1_236767920_.	-1.584334503	0.29285714	29.261861913	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	9.261861913
CCT7_chr2_73461650_.	-1.585216506	0.174999967	50.4304825364	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	30.4304825364
CCT7_chr2_73461650_..1	-1.585216506	0.174999967	50.4304825364	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	30.4304825364
SYNCRIP_chr6_86352000_.	-1.58545833	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	-20
ST3GAL4_chr11_126227468_.	-1.587214256	1.514285445	85.606792152	32	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	58.803396076
ST3GAL4_chr11_126227468_..1	-1.587214256	1.514285445	85.606792152	32	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	58.803396076
RAB1B_chr11_66035253_.	-1.587954631	0.032142859	56.6139380405	25	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	0	0	40.80696902025
RAB1B_chr11_66035253_..1	-1.587954631	0.032142859	56.6139380405	25	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	0	0	40.80696902025
RAB1B_chr11_66035253_..2	-1.587954631	0.032142859	56.6139380405	25	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	0	0	40.80696902025
ARL1_chr12_101804620_.	-1.588149805	0.828571498	71.0899203558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.0899203558
ARL1_chr12_101804620_..1	-1.588149805	0.828571498	71.0899203558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.0899203558
COG1_chr17_71187833_.	-1.588207247	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	-20
COG1_chr17_71187833_..1	-1.588207247	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	-20
SYNCRIP_chr6_86353363_.	-1.589048862	0	82.157806849	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	62.157806849
SYNCRIP_chr6_86353363_..1	-1.589048862	0	82.157806849	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	62.157806849
SYNCRIP_chr6_86353363_..2	-1.589048862	0	82.157806849	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	62.157806849
UGP2_chr2_64068232_.	-1.589138356	1.518518686	78.5828347508	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	68.2914173754
UGP2_chr2_64068232_..1	-1.589138356	1.518518686	78.5828347508	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	68.2914173754
QSOX2_chr9_139133770_.	-1.589329838	0.944000006	68.8018792201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	48.8018792201
SEC23IP_chr10_121655627_.	-1.589340443	1.766666532	83.1272083177	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	63.1272083177
CARM1_chr19_10980314_.	-1.590083842	1.353571296	31.7584062173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7584062173
CARM1_chr19_10980314_..1	-1.590083842	1.353571296	31.7584062173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7584062173
CREBBP_chr16_3927164_.	-1.590143971	2.375	85.8374545432	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	72.9187272716
CREBBP_chr16_3927164_..1	-1.590143971	2.375	85.8374545432	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	72.9187272716
CREBBP_chr16_3927164_..2	-1.590143971	2.375	85.8374545432	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	72.9187272716
CREBBP_chr16_3927164_..3	-1.590143971	2.375	85.8374545432	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	72.9187272716
RAB1B_chr11_66038457_.	-1.590738614	1.310714126	45.3946977884	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	51.6973488942
RAB1B_chr11_66038457_..1	-1.590738614	1.310714126	45.3946977884	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	51.6973488942
