	MNase.Score	sgRNAscorer.Hg	WU.CRISPR	Azimuth	Class
RAB1B_chr11_66031621_.	0.810714245	63.26170484	0	0.599366555	1
SEC16A_chr9_139378893_.	0	42.9735907	39	0.468149078	1
TM9SF2_chr13_100154974_.	0	71.45316938	0	0.642711809	1
RAB5C_chr17_40304313_.	1.070370555	75.9507173	41	0.638484605	1
ILF3_chr19_10765120_.	0	94.07744077	0	0.466359457	1
ILF3_chr19_10765291_.	0.099999987	59.27241796	0	0.490287004	1
RAB1B_chr11_66036925_.	1.092592597	78.9381566	52	0.647631904	1
SEC24A_chr5_133984540_.	0.030769233	60.66502003	33	0.403614219	1
QSOX2_chr9_139137117_.	1.463999987	21.16574472	0	0.541775732	1
SEC23B_chr20_18488705_.	0.135714278	98.10094356	0	0.557275389	1
TRAPPC11_chr4_184580872_.	1.125	66.02128391	0	0.633516211	1
ST3GAL4_chr11_126227263_.	3.180769205	88.32179468	74	0.544292875	1
PRKDC_chr8_48872679_.	0	80.0956718	63	0.397311736	1
COG3_chr13_46042979_.	1.3407408	50.41562369	0	0.522801593	1
SEC24C_chr10_75504136_.	0.028571429	20.03352274	0	0.404304409	1
C17orf75_chr17_30669200_.	0.160714284	91.0576291	50	0.556250866	1
SEC23IP_chr10_121653798_.	0.876923144	29.3699296	0	0.379456366	1
GBF1_chr10_104009237_.	1.225000024	24.73691915	0	0.493842477	1
EIF6_chr20_33875064_.	0.911111116	95.43556883	66	0.675836997	1
IGF2R_chr6_160393650_.	2.260714293	42.73389502	0	0.447792179	1
ST3GAL4_chr11_126226553_.	0.456521749	74.03838744	0	0.399366096	1
SEC24A_chr5_133985318_.	1.765384674	69.29712494	65	0.444234952	1
UGP2_chr2_64072032_.	1.948000073	84.80799089	39	0.618335889	1
VPS54_chr2_64241794_.	0.692307711	0	0	0.503383988	1
RAB5C_chr17_40306791_.	0.033333335	95.99301524	0	0.512561576	1
ST3GAL4_chr11_126276873_.	0.821428716	88.1059174	71	0.533608719	1
C17orf75_chr17_30666856_.	1.529166698	5.768366438	0	0.402232129	1
CARM1_chr19_10979843_.	0.667999983	12.38324468	0	0.215006445	1
VPS54_chr2_64243204_.	0.765384614	69.9733315	41	0.556702403	1
SURF4_chr9_136243399_.	0.028571431	43.59758852	0	0.231191289	1
ILF3_chr19_10764299_.	0.229629651	45.81553867	0	0.26097913	1
SEC24C_chr10_75504194_.	0.146153852	10.55586465	0	0.454470189	1
UGP2_chr2_64069362_.	0.317857116	44.3172655	0	0.533060334	1
RAB5C_chr17_40303660_.	0.632142901	38.76577185	0	0.487555762	1
EIF6_chr20_33871907_.	1.713043332	28.18719492	0	0.528314425	1
RAB2A_chr8_61430332_.	0.128571421	74.82863473	0	0.455815725	1
ILF3_chr19_10763999_.	0.269230783	38.70947047	0	0.397553654	1
RAB1B_chr11_66034982_.	1.067857027	17.86973548	0	0.267884037	1
CARM1_chr19_10982887_.	0.060714286	94.4278957	0	0.387777039	1
RAB1A_chr2_65357302_.	0.272000015	99.39786645	0	0.67975073	1
ILF3_chr19_10764233_.	1.37857163	0	0	0.638954873	1
SCFD1_chr14_31087516_.	0.025000002	28.92025593	0	0.284066415	1
IGF2R_chr6_160393772_.	1.629629731	80.04010782	51	0.608418532	1
RAB2A_chr8_61429999_.	0	66.16987238	0	0.268916368	1
SEC24C_chr10_75504475_.	1.658333421	40.07213362	0	0.652617934	1
ST3GAL4_chr11_126228523_.	1.560714483	30.83428183	0	0.526006655	1
EIF6_chr20_33868108_.	2.055555582	54.99122664	73	0.582440273	1
ILF3_chr19_10764436_.	0.523076952	39.86031209	0	0.532837704	1
MCL1_chr1_150551595_.	0.149999991	61.52451028	31	0.459285009	1
CARM1_chr19_10979765_.	1.988888741	80.01698997	0	0.599927194	1
VPS54_chr2_64242581_.	0.992592573	30.30021138	0	0.611879163	1
MCL1_chr1_150550269_.	0.976000011	74.27616586	0	0.657798782	1
SURF4_chr9_136242661_.	0	97.9581069	0	0.173974969	1
ARF1_chr1_228274860_.	1.082142949	58.50226514	64	0.525996115	1
ARF1_chr1_228270399_.	0	75.51627117	0	0.46650136	1
C17orf75_chr17_30664956_.	0.812000036	2.159030952	0	0.294265165	1
SEC24A_chr5_133985894_.	0.614814818	97.52970755	0	0.680856795	1
GBF1_chr10_104001188_.	0	76.7724152	0	0.342240917	1
RAB1B_chr11_66039738_.	1.511111259	22.02921699	73	0.162738208	1
ILF3_chr19_10765327_.	0	94.63285929	0	0.436681937	1
COPB1_chr11_14524034_.	2.007142782	88.07675276	0	0.523336569	1
CARM1_chr19_10982794_.	0.003571429	12.23808518	0	0.422396464	1
UGP2_chr2_64068307_.	0.125000015	73.35860443	40	0.486532881	1
MCL1_chr1_150551375_.	0.463999987	45.77568156	0	0.425470393	1
CCT7_chr2_73458052_.	1.610714316	0	55	0.425337069	1
RAB5C_chr17_40311787_.	1.721428514	19.34168305	0	0.436580817	1
CARM1_chr19_10987230_.	1.607143044	83.83744643	77	0.592072837	1
TRAPPC11_chr4_184580996_.	1.203703761	66.1947969	62	0.424404898	1
IGF2R_chr6_160394761_.	0.874074101	3.466720055	0	0.422300559	1
UGP2_chr2_64069075_.	0.792857111	16.954755	0	0.384516035	1
RAB1A_chr2_65356724_.	0.657692373	90.28751315	0	0.363730125	1
HEATR1_chr1_236767730_.	2.303703785	11.25161263	0	0.269717268	1
ILF3_chr19_10765528_.	0	67.55126579	0	0.311271719	1
VPS54_chr2_64245554_.	1.575999856	32.62007183	38	0.498189535	1
GOLGA1_chr9_127703202_.	0.185185164	57.51571885	0	0.404993803	1
VPS53_chr17_617836_.	0	70.22456768	53	0.573593514	1
SEC24C_chr10_75504585_.	1.042857051	72.64973053	56	0.638220222	1
RAB1B_chr11_66036093_.	0	63.11370631	0	0.371595919	1
EIF6_chr20_33871958_.	0.596428514	10.85071874	0	0.579420362	1
RAB5C_chr17_40303123_.	1.29629612	0	0	0.473496639	1
COPZ1_chr12_54723747_.	1.987499833	87.90777486	70	0.595639583	1
SEC24A_chr5_133985550_.	1.137037158	75.35780139	0	0.598889282	1
VPS53_chr17_613747_.	0.54583329	85.41012444	73	0.632682379	1
SEC16A_chr9_139378477_.	0	93.51062924	0	0.603517307	1
RAB1A_chr2_65356840_.	0	99.13007537	0	0.374366519	1
ILF3_chr19_10766254_.	1.229629636	1.061762289	0	0.091173533	1
RAB1B_chr11_66035078_.	0	0	0	0.27220954	1
RAD21_chr8_117887020_.	0.067857146	42.52679293	42	0.457371996	1
SURF4_chr9_136245231_.	1.153571367	53.95114426	0	0.174489982	1
ST3GAL4_chr11_126279189_.	1.807143092	95.48504916	70	0.657288001	1
ARL1_chr12_101796747_.	0.357692361	87.31983649	0	0.639063074	1
HEATR1_chr1_236766807_.	0.242307663	33.50596142	0	0.362493299	1
SMC3_chr10_112327512_.	0.065384619	98.3641258	0	0.632105345	1
RAB1B_chr11_66036375_.	0.285714298	15.3938387	0	0.429284968	1
TRAPPC11_chr4_184580524_.	0	86.87377613	0	0.376787369	1
SEC23IP_chr10_121656848_.	0.5	15.07140542	0	0.555418934	1
GOLGA1_chr9_127703227_.	0	86.37830918	0	0.443698843	1
SEC16A_chr9_139379273_.	2.169230938	66.70401657	0	0.183210211	1
RAB2A_chr8_61433850_.	1.572000146	37.55586355	0	0.561099219	1
MCL1_chr1_150551481_.	0.169230789	25.53413497	0	0.557579146	1
C17orf75_chr17_30669057_.	0.230769247	63.94384757	0	0.477491479	1
RAB1B_chr11_66036157_.	0.067857146	11.8376706	0	0.313312746	1
EIF6_chr20_33876186_.	1.953571439	0	33	0.510545965	1
RAB1B_chr11_66032564_.	3.244444609	49.86883289	0	0.208460133	1
ILF3_chr19_10769135_.	1.759259582	60.12799993	0	0.603233647	1
UGP2_chr2_64068826_.	0.01923077	11.62411617	0	0.389629744	1
ST3GAL4_chr11_126278212_.	1.992307544	94.75560147	37	0.699282238	1
GBF1_chr10_104000459_.	0.344000012	47.96015322	0	0.436676132	1
ST3GAL4_chr11_126270429_.	1.496296525	0	43	0.588503456	1
SURF4_chr9_136247898_.	0.875999987	0	0	0.338818532	1
PRKDC_chr8_48871630_.	1.282142639	28.89931343	0	0.541428234	1
ST3GAL4_chr11_126229823_.	0.819999993	85.30253607	0	0.372718252	1
CARM1_chr19_10982663_.	0	0	0	0.232601261	1
SMC3_chr10_112327541_.	0.065384619	98.09290577	74	0.582652295	1
RAB5C_chr17_40306956_.	0.051851854	22.43217563	0	0.419828856	1
SMC3_chr10_112328297_.	1.258333325	57.56637904	0	0.477372618	1
GBF1_chr10_104005463_.	0.281481475	37.75588648	0	0.559153969	1
SCFD1_chr14_31091857_.	1.039285898	63.95605174	57	0.567079177	1
ILF2_chr1_153643430_.	0.200000003	69.16608688	0	0.482564635	1
COG1_chr17_71189459_.	0	22.1262235	0	0.397396053	1
VPS54_chr2_64241271_.	0.603703678	94.32292514	0	0.537201113	1
COPA_chr1_160309778_.	2.518518209	88.16255062	72	0.622523841	1
RAB5C_chr17_40311720_.	3.217857122	84.81569684	0	0.526392081	1
PRKDC_chr8_48872796_.	0	73.93050411	0	0.341053533	1
COG1_chr17_71189303_.	0.424999923	59.74738486	0	0.582150962	1
EIF6_chr20_33872094_.	0.63846153	63.87939779	31	0.461147242	1
COPB1_chr11_14522952_.	0.333333343	39.87970602	0	0.355349637	1
SEC16A_chr9_139380015_.	0.688461542	94.71179921	75	0.669338954	1
TM9SF2_chr13_100153606_.	0.165384606	66.58592008	44	0.54449097	1
TRAPPC11_chr4_184585151_.	3.088888884	42.63799462	0	0.484794844	1
IGF2R_chr6_160390715_.	0	81.6607176	0	0.63066642	1
CCT7_chr2_73461380_.	0.139285699	72.40214454	42	0.547314445	1
SAR1A_chr10_71930283_.	0	9.362584982	0	0.459673369	1
TRAPPC11_chr4_184581248_.	1.846428275	95.60156022	62	0.610873916	1
SAR1A_chr10_71930069_.	0	4.758591676	0	0.321664012	1
EIF6_chr20_33868474_.	1.465384603	97.17294776	62	0.58726975	1
SURF4_chr9_136245601_.	1.785185218	90.36424084	0	0.501920271	1
SEC23IP_chr10_121652621_.	0.192857131	13.73488352	0	0.259773546	1
ST3GAL4_chr11_126270774_.	1.337037086	77.31927974	0	0.736433453	1
COG1_chr17_71189258_.	0.421739161	99.72100027	0	0.708593186	1
ST3GAL4_chr11_126278213_.	1.999999881	82.31454371	0	0.569024675	1
SURF4_chr9_136241660_.	0.407692313	44.30366025	0	0.452974617	1
RAB1B_chr11_66039838_.	2.085714102	51.25417145	0	0.530531004	1
YIPF5_chr5_143549491_.	1.176923156	60.89516623	0	0.624674752	1
SURF4_chr9_136242933_.	0	26.50431072	0	0.213583181	1
ILF3_chr19_10765970_.	0.748148263	6.855643172	0	0.410639511	1
TRAPPC8_chr18_29522555_.	0.653571427	82.69047622	36	0.429338795	1
MCL1_chr1_150551810_.	0	79.76630685	24	0.401693124	1
UGP2_chr2_64069841_.	0.966666639	14.19403294	0	0.316476177	1
SEC16A_chr9_139379780_.	3.825000048	0	17	0.4112639	1
ARF1_chr1_228270941_.	0	50.80814796	0	0.405627751	1
SCFD1_chr14_31095716_.	1.018518567	0	0	0.232223096	1
RAB2A_chr8_61430507_.	0.84074086	7.564775169	0	0.511410875	1
ILF2_chr1_153643288_.	0.817857146	92.95591126	84	0.719391423	1
SEC23IP_chr10_121657005_.	0.757692337	37.237781	0	0.210746628	1
RAB1A_chr2_65357294_.	0.34074074	57.33737582	0	0.471610065	1
SEC24A_chr5_133984516_.	0.042857144	85.26795146	78	0.501035812	1
SEC16A_chr9_139378168_.	0.146428585	25.23721614	0	0.302443972	1
CCT7_chr2_73456576_.	1.879166603	31.8431717	0	0.567779515	1
SCFD1_chr14_31094830_.	0.142857149	0	0	0.375044564	1
VPS53_chr17_617783_.	0	80.59515764	0	0.334587933	1
COPB1_chr11_14521172_.	0	0	0	0.448903101	1
GBF1_chr10_104000686_.	0	77.75649116	0	0.379912451	1
TRAPPC11_chr4_184580497_.	0	52.61185706	0	0.270830875	1
RAB1B_chr11_66034136_.	0.59629631	40.02040418	0	0.408342042	1
GOLGA1_chr9_127702890_.	0.530769229	86.50440659	0	0.446568036	1
CCT7_chr2_73457923_.	2.174999952	0	0	0.538643403	1
ARF1_chr1_228272949_.	2.360714197	28.8642495	0	0.386134825	1
SURF4_chr9_136242621_.	0	69.23234332	0	0.387862468	1
SEC16A_chr9_139377205_.	0	82.87560343	0	0.482038712	1
ST3GAL4_chr11_126276293_.	1.028571486	97.70115578	67	0.464811588	1
SEC16A_chr9_139379993_.	1.418518662	98.8318292	67	0.608586238	1
GBF1_chr10_104008889_.	1.142857194	0	0	0.501790986	1
SCFD1_chr14_31095257_.	0.41481483	48.00594649	30	0.460280702	1
SURF4_chr9_136239596_.	1.44814837	7.250932734	0	0.48265655	1
SURF4_chr9_136246794_.	1.100000024	15.6480614	0	0.490262698	1
UGP2_chr2_64068199_.	0.171428576	92.44234085	71	0.378255572	1
TRAPPC8_chr18_29519267_.	1.042307734	61.35217715	0	0.699276264	1
SEC24C_chr10_75505158_.	1.080769181	31.87414299	0	0.497360284	1
SMC3_chr10_112327662_.	0.074999996	95.34766935	0	0.547753724	1
ARF1_chr1_228270369_.	0	19.2700435	0	0.365133284	1
RAB1B_chr11_66033743_.	0.196428552	8.959331374	0	0.384517608	1
TRAPPC11_chr4_184577428_.	1.462963223	73.73870331	30	0.547649128	1
IGF2R_chr6_160394210_.	2.308333158	18.89658132	0	0.552922371	1
IGF2R_chr6_160390189_.	0	88.73651504	0	0.436915016	1
ILF3_chr19_10769136_.	0.885714233	71.29628503	56	0.576178646	1
IGF2R_chr6_160393660_.	1.184000015	31.70859405	0	0.224231883	1
SURF4_chr9_136242760_.	0	15.12623198	0	0.415732282	1
TRAPPC11_chr4_184580535_.	0	69.07888794	53	0.531351619	1
SURF4_chr9_136242145_.	0.728000045	26.98609868	0	0.52741847	1
WDR11_chr10_122611078_.	0.25	94.5260452	0	0.541872025	1
RAB1B_chr11_66038232_.	0.782142758	76.76894936	39	0.51743492	1
QSOX2_chr9_139137331_.	0	27.14117637	0	0.318268605	1
MCL1_chr1_150551955_.	0.050000004	7.13888302	0	0.576322149	1
SYNCRIP_chr6_86352347_.	0.057142861	74.64789511	54	0.514028657	1
VPS54_chr2_64245503_.	0.476000011	70.43779029	70	0.684638852	1
TM9SF2_chr13_100157154_.	0.715384543	0	0	0.402586749	1
ILF3_chr19_10767400_.	0.337037027	20.75135619	0	0.071277621	1
GOLGA1_chr9_127703163_.	0.128571436	39.84051259	17	0.463898732	1
COG1_chr17_71189516_.	0	0	0	0.275502671	1
ST3GAL4_chr11_126220756_.	0.937037051	0.148994041	0	0.406502958	1
EIF6_chr20_33871952_.	0.353571385	71.37953882	54	0.577086602	1
GOLGA1_chr9_127703396_.	0	91.90093316	70	0.69755602	1
VPS54_chr2_64243033_.	0.588000059	44.41972886	0	0.413269309	1
ILF3_chr19_10765107_.	0	68.28786637	0	0.415544869	1
QSOX2_chr9_139137285_.	0	0	0	0.275419135	1
SMC3_chr10_112327442_.	0	79.08855172	81	0.613570072	1
SCFD1_chr14_31095466_.	0.044444446	2.176765705	0	0.263653538	1
SEC16A_chr9_139377512_.	0	79.75388146	58	0.587386673	1
SURF4_chr9_136239278_.	1.075000048	22.86492571	23	0.577585462	1
SYNCRIP_chr6_86351161_.	0.725925982	62.12966722	0	0.39249747	1
RAB1B_chr11_66031115_.	0.744000018	71.48318203	0	0.618934127	1
SEC23B_chr20_18492069_.	0.551999986	53.2580141	0	0.704600261	1
TRAPPC8_chr18_29518619_.	0.839999974	40.81290058	0	0.574619503	1
SURF4_chr9_136245602_.	1.788461566	43.23872709	46	0.379363801	1
CREBBP_chr16_3925452_.	1.528571367	86.61826296	0	0.582830515	1
ST3GAL4_chr11_126278081_.	1.803571343	89.66012324	0	0.692823586	1
ARF1_chr1_228270956_.	0	92.46391015	0	0.677399054	1
SAR1A_chr10_71928826_.	2.040740728	0	0	0.440424918	1
TM9SF2_chr13_100154155_.	0.142307699	16.10348689	0	0.281606243	1
ILF2_chr1_153643486_.	0.153571412	34.24425805	0	0.22637758	1
IGF2R_chr6_160394760_.	0.860714316	23.1002338	0	0.471801457	1
RAB1A_chr2_65354098_.	0.274074048	19.60055144	0	0.281115313	1
GOLGA1_chr9_127700865_.	0.473076969	62.01614268	0	0.503981116	1
RAB1B_chr11_66036674_.	0.588461518	80.22379709	0	0.349679199	1
TRAPPC11_chr4_184577172_.	1.071428418	88.81892081	0	0.558011151	1
ARF1_chr1_228275535_.	0.828571439	76.7435824	0	0.521434263	1
C17orf75_chr17_30668833_.	1.889285803	66.48703317	66	0.717049944	1
SEC23B_chr20_18492298_.	0.169565216	11.65995438	0	0.522874303	1
IGF2R_chr6_160392039_.	2.028571367	0	0	0.532669827	1
COPB1_chr11_14519982_.	0.237499997	34.96293953	0	0.508926231	1
ST3GAL4_chr11_126223711_.	0.757142901	50.6421197	0	0.556117653	1
SEC23B_chr20_18488566_.	0.057692308	63.8249768	27	0.355266233	1
CARM1_chr19_10983403_.	0.672000051	97.25004415	74	0.630572322	1
C17orf75_chr17_30665357_.	0.914285779	65.3223282	0	0.651001243	1
CARM1_chr19_10983116_.	0.238461524	66.24626824	50	0.57474123	1
UGP2_chr2_64069537_.	0.340000004	93.74014864	0	0.537734723	1
VPS53_chr17_617679_.	0.060714286	19.23914594	64	0.477874425	1
ILF3_chr19_10766860_.	0.744444549	85.21330925	0	0.585040232	1
COG1_chr17_71189452_.	0	95.81271807	55	0.562927416	1
SURF4_chr9_136242626_.	0	2.599781947	0	0.146844814	1
ARF1_chr1_228271160_.	0.385185212	99.28979876	0	0.54619377	1
SCFD1_chr14_31095929_.	1.849999785	0	0	0.388335011	1
QSOX2_chr9_139137429_.	0	96.28185941	63	0.474721633	1
GOLGA1_chr9_127706436_.	0.707407475	58.81087196	0	0.543145705	1
QSOX2_chr9_139134484_.	1.370370388	56.88548991	0	0.578302867	1
ARF1_chr1_228273389_.	0.848148108	0	79	0.264161742	1
GOLGA1_chr9_127703240_.	0	75.29652248	0	0.492800496	1
ARF1_chr1_228270952_.	0	31.1914472	0	0.347482477	1
SEC23IP_chr10_121656602_.	0.966666639	88.17877368	0	0.470097824	1
EIF6_chr20_33872595_.	0.149999991	49.38619691	26	0.534583526	1
EIF6_chr20_33872535_.	0.185185164	2.392089932	0	0.315599145	1
ILF3_chr19_10766045_.	0.581481516	83.92722631	59	0.665029267	1
RAB1B_chr11_66036233_.	0.099999994	87.46938359	78	0.738956193	1
TRAPPC8_chr18_29523076_.	0.144444436	58.86031541	0	0.559822729	1
ST3GAL4_chr11_126225185_.	0.407407373	10.91944551	0	0.410043777	1
RAB1A_chr2_65356826_.	0	64.52540734	0	0.393553267	1
RAB1A_chr2_65356958_.	0.503703654	49.89987792	0	0.474723259	1
ST3GAL4_chr11_126275430_.	0.623076975	87.53375963	0	0.653313899	1
COPA_chr1_160313159_.	0.048148151	98.04943535	84	0.63500312	1
SEC23IP_chr10_121653992_.	1.03928566	0	0	0.202353309	1
C17orf75_chr17_30664966_.	0.771999955	26.2275601	0	0.200713831	1
SEC23IP_chr10_121652284_.	0.099999987	84.98780874	46	0.577908096	1
MCL1_chr1_150551327_.	0.325000048	60.76615605	78	0.654371054	1
SURF4_chr9_136242137_.	0.700000048	73.93186832	0	0.336709902	1
ARF1_chr1_228270793_.	0	32.47922619	0	0.404425534	1
MCL1_chr1_150551858_.	0	43.71786037	39	0.434845485	1
ST3GAL4_chr11_126227483_.	1.200000167	91.03985747	84	0.753593574	1
RAB1B_chr11_66040210_.	2.867857218	88.78699088	77	0.645964413	1
GBF1_chr10_104001172_.	0	64.63329067	0	0.433507434	1
TRAPPC8_chr18_29519428_.	1.00357151	64.12370229	0	0.560007958	1
GOLGA1_chr9_127703141_.	0.079999998	98.70337207	37	0.510278335	1
QSOX2_chr9_139132838_.	1.939285874	44.66757295	24	0.575313457	1
RAB1B_chr11_66036072_.	0.012	80.73574519	0	0.2323972	1
VPS53_chr17_613469_.	0.196000025	81.84378006	0	0.493246454	1
ARF1_chr1_228270895_.	0	64.73745008	0	0.301181748	1
RAB5C_chr17_40306415_.	0.633333325	88.7552453	0	0.493355271	1
SEC24C_chr10_75504374_.	0.989285648	11.5093749	0	0.381335697	1
EIF6_chr20_33873762_.	1.899999976	87.94752136	0	0.588439044	1
RAB5C_chr17_40309621_.	0.84074074	85.42044821	0	0.599553154	1
ST3GAL4_chr11_126220834_.	0.653846145	40.56494588	0	0.420419675	1
VPS54_chr2_64242585_.	0.962500036	44.90177491	0	0.607881737	1
SURF4_chr9_136239608_.	1.096428633	32.67700002	54	0.334116748	1
ST3GAL4_chr11_126276876_.	0.800000072	11.12326611	0	0.450857629	1
TRAPPC11_chr4_184580785_.	0.996000051	89.89764356	0	0.627991007	1
ARF1_chr1_228275763_.	1.457692027	9.815060824	0	0.401420833	1
RAB2A_chr8_61429464_.	0	86.34221288	0	0.434905369	1
COG1_chr17_71192831_.	0.944444418	55.13760287	0	0.577316357	1
ST3GAL4_chr11_126276543_.	0.648000002	36.50785399	0	0.492600873	1
ST3GAL4_chr11_126278241_.	2.035999775	90.45656479	42	0.516890712	1
RAB1B_chr11_66040250_.	2.435714245	8.241756013	0	0.311079742	1
SEC16A_chr9_139377470_.	0	67.70173465	0	0.622566584	1
SEC23IP_chr10_121655702_.	1.45714283	0	0	0.586999027	1
VPS54_chr2_64245830_.	1.003846049	18.51275851	0	0.441786694	1
ST3GAL4_chr11_126226698_.	0.646428525	98.04976718	0	0.640216684	1
TRAPPC11_chr4_184575499_.	1.162500024	67.2297174	66	0.669331137	1
ILF2_chr1_153643178_.	0.311111093	32.28915831	0	0.423874815	1
RAB1A_chr2_65356803_.	0	18.44510099	0	0.298411172	1
IGF2R_chr6_160390397_.	0	82.43573733	0	0.264984195	1
RAB5C_chr17_40306312_.	1.299999952	74.56316651	53	0.487183688	1
RAB1A_chr2_65356142_.	0.436363667	14.9548575	0	0.435616719	1
VPS53_chr17_617817_.	0	86.08378693	0	0.479617965	1
PRKDC_chr8_48872538_.	0.114285722	98.94351021	93	0.590226496	1
GBF1_chr10_104009182_.	0.58214283	93.33748496	81	0.679315013	1
PRKDC_chr8_48872403_.	0.074074075	78.04832185	49	0.639998596	1
SEC24C_chr10_75506611_.	1.857143164	85.57770126	68	0.563579105	1
VPS54_chr2_64246188_.	0	0	0	0.253588946	1
RAB2A_chr8_61431468_.	0.230769217	71.32382736	62	0.442255686	1
MCL1_chr1_150551407_.	0.307692319	94.39858358	0	0.537820653	1
RAB1A_chr2_65357398_.	0	36.02982683	0	0.401449529	1
YIPF5_chr5_143550613_.	0.050000004	0	0	0.43063588	1
RAB1B_chr11_66039596_.	0.436000019	27.9907853	0	0.583306409	1
RAB1B_chr11_66033610_.	0.282142878	18.01884013	0	0.498154153	1
GOLGA1_chr9_127702485_.	0.554166615	10.84647862	0	0.455030177	1
SEC23IP_chr10_121656178_.	0.82857132	92.33814458	0	0.561849658	1
ARF1_chr1_228270403_.	0	57.6158225	50	0.534945704	1
VPS54_chr2_64241645_.	0.688888848	0	0	0.245259909	1
ILF3_chr19_10762994_.	0.203703687	0	27	0.61486732	1
CREBBP_chr16_3929586_.	0.207999989	49.55554351	0	0.435114065	1
PRKDC_chr8_48872675_.	0	24.7769606	0	0.39186421	1
RAB1B_chr11_66038493_.	1.383333325	46.12045842	62	0.380500034	1
SAR1A_chr10_71930202_.	0	64.76348072	0	0.388968979	1
C17orf75_chr17_30664914_.	2.010714293	84.05808002	0	0.635058782	1
IGF2R_chr6_160394078_.	1.696000099	63.33662588	0	0.547825457	1
GOLGA1_chr9_127699284_.	0.5	0	0	0.404733075	1
EIF6_chr20_33875942_.	1.150000095	55.23449878	0	0.534764064	1
GOLGA1_chr9_127703215_.	0	78.23909027	0	0.468497727	1
SEC23IP_chr10_121652600_.	0.507142842	34.39059741	0	0.613278799	1
TM9SF2_chr13_100156861_.	0.561538458	73.40443457	0	0.682031459	1
SURF4_chr9_136238345_.	0.534615397	27.68110924	0	0.554239344	1
MCL1_chr1_150549867_.	1.196428537	8.939089422	0	0.427163128	1
SEC23B_chr20_18488522_.	0.729629576	51.90257759	0	0.275877488	1
ARF1_chr1_228270425_.	0	53.894806	0	0.46844911	1
MCL1_chr1_150550723_.	0.899999976	92.05910798	0	0.696821548	1
ST3GAL4_chr11_126276706_.	1.182142854	83.5104412	82	0.664588558	1
TRAPPC8_chr18_29522870_.	0	68.17260891	81	0.667395792	1
ARF1_chr1_228270621_.	0	0	0	0.250272435	1
ARL1_chr12_101801044_.	0.754166663	66.34028823	76	0.614133792	1
ARL1_chr12_101801441_.	0.317857116	95.33450656	61	0.692475395	1
COPA_chr1_160312758_.	1.573076844	68.80162113	0	0.521624558	1
RAB5C_chr17_40311721_.	3.28928566	65.1784223	0	0.41447274	1
MCL1_chr1_150547734_.	0.291999996	19.19829333	0	0.484478769	1
RAB2A_chr8_61434004_.	0.367857188	51.25501947	0	0.511427838	1
RAB1B_chr11_66036878_.	1.182142973	55.84957391	0	0.628698542	1
ARL1_chr12_101801430_.	0.508000016	93.18155925	46	0.68763119	1
VPS54_chr2_64242603_.	1.120833397	29.98703261	0	0.476918052	1
IGF2R_chr6_160394271_.	1.239285827	39.35182983	0	0.436815823	1
RAD21_chr8_117885145_.	0.746153772	0	0	0.561059619	1
UGP2_chr2_64068315_.	0.174999997	45.91320885	0	0.46662325	1
UGP2_chr2_64068131_.	0	65.81816385	0	0.575350182	1
GBF1_chr10_104000939_.	0.207999989	16.98598438	0	0.426738122	1
SEC24C_chr10_75504266_.	2.503571033	17.86936677	0	0.376346503	1
RAB1B_chr11_66033865_.	0.492592603	86.65008228	68	0.615432599	1
SEC24C_chr10_75508901_.	1.741666794	60.66852273	73	0.645411395	1
TM9SF2_chr13_100153760_.	0.296153843	39.279416	28	0.410972265	1
ARL1_chr12_101801429_.	0.515384614	99.91811043	75	0.608246037	1
YIPF5_chr5_143549744_.	0.562962949	47.74103132	64	0.597528737	1
QSOX2_chr9_139134794_.	1.160714269	0	0	0.391221339	1
ARF1_chr1_228275820_.	1.148148179	82.54118721	0	0.406236172	1
MCL1_chr1_150550885_.	1.67500031	28.67834801	0	0.530131844	1
RAB1B_chr11_66031486_.	0.271428555	52.32928089	0	0.319162994	1
TRAPPC8_chr18_29522097_.	1.244444489	8.369143891	23	0.466384552	1
VPS54_chr2_64245838_.	0.940740645	60.13268249	36	0.61931131	1
UGP2_chr2_64069080_.	0.703703761	55.07831497	0	0.621903624	1
ST3GAL4_chr11_126272485_.	1.1592592	55.91240139	0	0.564919206	1
ARF1_chr1_228271354_.	0.728000045	67.96355269	0	0.51240329	1
UGP2_chr2_64068540_.	0.34799999	92.53949485	54	0.52174338	1
COPA_chr1_160312996_.	0.34074074	54.7286712	0	0.371773037	1
VPS54_chr2_64245683_.	1.214285731	8.110717948	0	0.384649894	1
QSOX2_chr9_139133665_.	0.989285648	4.862456119	0	0.413371544	1
IGF2R_chr6_160390221_.	0	81.75488508	0	0.463617813	1
TRAPPC11_chr4_184581225_.	1.989285588	34.89063631	0	0.55027253	1
VPS54_chr2_64242714_.	1.961538434	0	17	0.539980419	1
SEC16A_chr9_139379013_.	0.118518509	88.99726383	0	0.472374409	1
RAB5C_chr17_40306941_.	0.007407408	6.62177304	0	0.475306303	1
VPS54_chr2_64245488_.	0.564285755	15.73009846	0	0.43122729	1
COG3_chr13_46039356_.	0.099999987	12.76039391	8	0.506676341	1
SAR1A_chr10_71930155_.	0.057142857	56.78748789	54	0.521946874	1
TUBA1B_chr12_49525026_.	0.222222254	71.0454913	0	0.394013949	1
ARF1_chr1_228270637_.	0	0	0	0.251038008	1
