	Combined	DNase	H2A.Z	H2AK5ac	H2AK9ac	H2BK120ac	H2BK12ac	H2BK15ac	H2BK20ac	H2BK5ac	H3K14ac	H3K18ac	H3K23ac	H3K23me2	H3K27ac	H3K27me3	H3K36me3	H3K4ac	H3K4me1	H3K4me2	H3K4me3	H3K56ac	H3K79me1	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H3T11ph	H4K12ac	H4K20me1	H4K5ac	H4K8ac	H4K91ac	FPKM	Class								
CREBBP_chr16_3929694_.	36.84522723	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0								
COPZ1_chr12_54722718_.	15.8536223	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0								
YIPF5_chr5_143551182_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
CREBBP_chr16_3925926_.	66.18838879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0								
YIPF5_chr5_143553605_.	48.65262708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
ARF1_chr1_228270911_.	-11.37110283	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0								
PRKDC_chr8_48870566_.	-20	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0								
ST3GAL4_chr11_126225469_.	47.3805181	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0								
PSMC6_chr14_53176129_.	-18.17929355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
ST3GAL4_chr11_126227205_.	-9.659607055	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0								
CCT7_chr2_73463994_.	39.02538503	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0								
EIF6_chr20_33868245_.	-12.5233824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0								
HEATR1_chr1_236763114_.	66.32916696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
ST3GAL4_chr11_126273697_.	-2.704413299	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0								
WDR11_chr10_122613928_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
QSOX2_chr9_139136191_.	42.13873738	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0								
COG1_chr17_71193521_.	42.25038152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
QSOX2_chr9_139134123_.	48.46395126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0								
RAD21_chr8_117886888_.	-20	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0								
SEC16A_chr9_139374841_.	37.08580781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0								
RAB1B_chr11_66034870_.	77.46504668	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0								
VPS53_chr17_614308_.	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
ST3GAL4_chr11_126275783_.	65.97203053	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
EIF6_chr20_33874606_.	57.42428717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
SURF4_chr9_136246840_.	41.06097326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
PRKDC_chr8_48872803_.	22.44512458	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0								
COPA_chr1_160318339_.	54.90839835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
CCT7_chr2_73457924_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
QSOX2_chr9_139136859_.	-8.059644811	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0								
EIF6_chr20_33874483_.	59.9968955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
ST3GAL4_chr11_126274952_.	-4.989910364	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
ST3GAL4_chr11_126226625_.	67.0283745	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0								
EIF6_chr20_33875139_.	74.28738189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
TRAPPC11_chr4_184580736_.	24.07403024	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
ST3GAL4_chr11_126272466_.	6.948822519	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
CREBBP_chr16_3929597_.	77.47943451	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0								
ST3GAL4_chr11_126275321_.	16.92858425	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
RAB1B_chr11_66031157_.	67.78814216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
EIF6_chr20_33868849_.	77.65543625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0								
GOLGA1_chr9_127707993_.	32.52392072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
HEATR1_chr1_236767663_.	64.9096431	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
SEC16A_chr9_139379409_.	57.49423879	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0								
COPB1_chr11_14526025_.	59.28257046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
ARCN1_chr11_118444626_.	35.68894093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0								
RAB5C_chr17_40312027_.	54.3151012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
RAB1B_chr11_66034275_.	55.00660868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
CCT7_chr2_73464648_.	3.264197296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0								
PRKDC_chr8_48873521_.	6.006594673	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
EIF6_chr20_33874414_.	26.40314521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
ARF1_chr1_228272280_.	1.999609909	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0								
PSMC6_chr14_53178867_.	-1.893260389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
ST3GAL4_chr11_126226005_.	40.09009697	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0								
EIF6_chr20_33875441_.	56.86049903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
ILF3_chr19_10764333_.	-3.256034148	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
RAB2A_chr8_61434094_.	37.5835976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0								
MCL1_chr1_150550694_.	42.01073432	1	0	1	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0								
COPZ1_chr12_54719149_.	30.28432753	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
SEC23IP_chr10_121655995_.	-20	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0								
EIF6_chr20_33868511_.	19.18617029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0								
CARM1_chr19_10982949_.	66.12806851	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1								
COPA_chr1_160312913_.	54.02650037	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
MCL1_chr1_150551768_.	77.43190242	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1								
SEC16A_chr9_139378354_.	71.06352839	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1								
SYNCRIP_chr6_86346959_.	72.80109166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1								
CCT7_chr2_73464400_.	-14.85223928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1								
SAR1A_chr10_71925997_.	40.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1								
TRAPPC8_chr18_29522746_.	59.26237552	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
RAB1B_chr11_66033084_.	-8.817040405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1								
RAB2A_chr8_61432520_.	6.598736298	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1								
COG1_chr17_71192714_.	-15.81198065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1								
RAB1B_chr11_66032993_.	16.93964543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1								
ST3GAL4_chr11_126220863_.	51.84890139	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1								
SEC24A_chr5_133985244_.	75.151186	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
RAB1A_chr2_65355988_.	17.27535212	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1								
IGF2R_chr6_160390269_.	-20	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1								
GOLGA1_chr9_127706217_.	-15.22109263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1								
RAB5C_chr17_40311714_.	62.44097296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1								
TRAPPC11_chr4_184579440_.	-20	0	1	0	1	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1								
SMC3_chr10_112331108_.	3.275885272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1								
RAB1A_chr2_65354492_.	60.0925378	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1								
ST3GAL4_chr11_126278401_.	67.87650861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1								
COPB1_chr11_14521028_.	28.67056905	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
RAB1B_chr11_66039766_.	9.634181099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1								
TRAPPC8_chr18_29522823_.	-20	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
ST3GAL4_chr11_126280913_.	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1								
TM9SF2_chr13_100153978_.	-7.084196566	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
TRAPPC8_chr18_29522637_.	91.69877357	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
UGP2_chr2_64068871_.	-9.842485166	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	0	0	1								
EIF6_chr20_33872432_.	39.21113905	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
SURF4_chr9_136245954_.	48.59160626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1								
VPS54_chr2_64245801_.	75.13094405	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
EIF6_chr20_33874352_.	72.66241973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1								
SURF4_chr9_136242491_.	5.481041329	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
SCFD1_chr14_31091513_.	-5.126884594	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1								
SAR1A_chr10_71929859_.	25.5	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1								
RAB1B_chr11_66034710_.	8.263000845	1	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1								
EIF6_chr20_33868219_.	-9.762033546	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1								
RAB5C_chr17_40306755_.	30.44231799	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1								
QSOX2_chr9_139134258_.	70.83065376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1								
RAB1A_chr2_65356652_.	62.58004438	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1								
VPS53_chr17_616282_.	29.91842383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1								
QSOX2_chr9_139137185_.	65.98796028	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
RAB1B_chr11_66033161_.	-2.039267912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1								
GBF1_chr10_104005357_.	12.25925627	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
ARF1_chr1_228271665_.	84.49273262	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1								
IGF2R_chr6_160394542_.	44.21399836	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1								
COG3_chr13_46039213_.	-20	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
RAB2A_chr8_61429577_.	59.11945093	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
SEC16A_chr9_139375075_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1								
SCFD1_chr14_31096206_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1								
TRAPPC11_chr4_184579954_.	71.90024091	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
WDR11_chr10_122610791_.	18.2877447	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1								
VPS54_chr2_64242770_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1								
C17orf75_chr17_30668284_.	73.93559759	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0	1								
MCL1_chr1_150551350_.	24.34580333	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1								
ST3GAL4_chr11_126276421_.	40.60205852	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1								
TUBA1B_chr12_49525185_.	43.22288012	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
RAB5C_chr17_40304990_.	79.44403672	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1								
SEC16A_chr9_139377906_.	-20	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1								
ILF3_chr19_10764499_.	93.48708921	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
CARM1_chr19_10982434_.	-20	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	1								
GOLGA1_chr9_127703371_.	37.36311149	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1								
ST3GAL4_chr11_126224786_.	26	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
QSOX2_chr9_139137249_.	43.86900028	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	1								
IGF2R_chr6_160391479_.	5.679294474	1	0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1								
HEATR1_chr1_236767285_.	26.7620435	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
SURF4_chr9_136240984_.	37.85400649	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1								
VPS53_chr17_617746_.	72.38530206	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
SURF4_chr9_136242065_.	40.28554795	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1								
SMC3_chr10_112327527_.	58.31994747	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
SEC23IP_chr10_121652783_.	-20	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
SEC24C_chr10_75509108_.	-3.872031042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1								
QSOX2_chr9_139132861_.	39.29541046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1								
UGP2_chr2_64069499_.	10.13739087	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
SEC16A_chr9_139380315_.	74.05242795	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1								
YIPF5_chr5_143548595_.	22.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1								
UGP2_chr2_64068695_.	49.56753383	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	1								
ILF2_chr1_153643099_.	33.65326679	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
SURF4_chr9_136242320_.	66.19771705	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
EIF6_chr20_33872174_.	62.54730773	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
EIF6_chr20_33875418_.	39.91315502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1								
SEC24A_chr5_133984738_.	17.76517787	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
TRAPPC8_chr18_29522763_.	56.40260321	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
IGF2R_chr6_160393291_.	-7.91758244	0	0	1	1	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1								
RAB1A_chr2_65357281_.	80.65425842	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
EIF6_chr20_33867814_.	81.48062672	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1								
RAB1B_chr11_66033499_.	5.844069127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1								
COG1_chr17_71189323_.	-17.45677753	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
VPS54_chr2_64244942_.	2.909649733	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1								
ARF1_chr1_228270894_.	73.99772656	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
TM9SF2_chr13_100153776_.	79.72936584	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1								
